INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
DTXSID30365250,DSSTox_Substance_Id,DTXSID30365250,1-(4-Methylbenzyl)-2-thiourea,CC1=CC=C(CNC(N)=S)C=C1
DTXSID90367194,DSSTox_Substance_Id,DTXSID90367194,"4-methyl-6-(2,2,3,3,4,4,5,5-octafluoropentoxy)pyrimidin-2-amine",CC1=CC(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)=NC(N)=N1
DTXSID4022109,DSSTox_Substance_Id,DTXSID4022109,gamma-Decanolactone,CCCCCCC1CCC(=O)O1
DTXSID10680599,DSSTox_Substance_Id,DTXSID10680599,"7-(3,5-Dimethyl-1,2-oxazol-4-yl)-8-methoxy-1-[(1R)-1-(pyridin-2-yl)ethyl]-1,3-dihydro-2H-imidazo[4,5-c]quinolin-2-one",COC1=C(C=C2N=CC3=C(N([C@H](C)C4=CC=CC=N4)C(=O)N3)C2=C1)C1=C(C)ON=C1C
DTXSID70353893,DSSTox_Substance_Id,DTXSID70353893,4-Methyl-N-(pyridin-3-yl)benzene-1-sulfonamide,CC1=CC=C(C=C1)S(=O)(=O)NC1=CN=CC=C1
DTXSID10374744,DSSTox_Substance_Id,DTXSID10374744,3-hydroxyphenylthiourea,NC(=S)NC1=CC(O)=CC=C1
DTXSID40196739,DSSTox_Substance_Id,DTXSID40196739,3-(4(5)-Imidazolyl)propylguanidine,NC(N)=NCCCC1=CN=CN1
DTXSID7022883,DSSTox_Substance_Id,DTXSID7022883,Daunorubicin,COC1=C2C(=O)C3=C(O)C4=C(C[C@](O)(C[C@@H]4O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C(C)=O)C(O)=C3C(=O)C2=CC=C1
DTXSID10296952,DSSTox_Substance_Id,DTXSID10296952,NSC112834,CCN1C(=O)CC(SC2CC(=O)N(CC)C2=O)C1=O
DTXSID6027397,DSSTox_Substance_Id,DTXSID6027397,"Sorbitan, mono-(9Z)-9-octadecenoate",CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O
DTXSID30385074,DSSTox_Substance_Id,DTXSID30385074,Kartogenin,OC(=O)C1=CC=CC=C1C(=O)NC1=CC=C(C=C1)C1=CC=CC=C1
DTXSID6041892,DSSTox_Substance_Id,DTXSID6041892,Diphenylsulfone,O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID90340341,DSSTox_Substance_Id,DTXSID90340341,"1-Benzyl-2,3-dimethyl-1H-indole-5-carboxylic acid",CC1=C(C)C2=C(C=CC(=C2)C(O)=O)N1CC1=CC=CC=C1
DTXSID20389506,DSSTox_Substance_Id,DTXSID20389506,1-(Adamantane-1-carbonyl)-pyrrolidine-2-carboxylic acid,[H]C12CC3([H])CC([H])(C1)CC(C2)(C3)C(=O)N1CCCC1C(O)=O
DTXSID70197592,DSSTox_Substance_Id,DTXSID70197592,Salicylurate,OC(=O)CNC(=O)C1=CC=CC=C1O
DTXSID70406676,DSSTox_Substance_Id,DTXSID70406676,1-[(5-bromothien-2-yl)sulfonyl]piperazine,BrC1=CC=C(S1)S(=O)(=O)N1CCNCC1
DTXSID4022498,DSSTox_Substance_Id,DTXSID4022498,3-Deoxy-estrone,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC=C4)[C@@H]1CCC2=O
DTXSID70214036,DSSTox_Substance_Id,DTXSID70214036,"Benzoxazole, 2-amino-5-methoxy-",COC1=CC2=C(OC(N)=N2)C=C1
DTXSID3057771,DSSTox_Substance_Id,DTXSID3057771,Ethyl biscoumacetate,CCOC(=O)C(C1=C(O)C2=C(OC1=O)C=CC=C2)C1=C(O)C2=C(OC1=O)C=CC=C2
DTXSID3041376,DSSTox_Substance_Id,DTXSID3041376,"2,6-Dimethyl-4-tridecylmorpholine",CCCCCCCCCCCCCN1CC(C)OC(C)C1
DTXSID2037631,DSSTox_Substance_Id,DTXSID2037631,4-Phenylbutyric acid,OC(=O)CCCC1=CC=CC=C1
DTXSID5023372,DSSTox_Substance_Id,DTXSID5023372,Nitrazepam,[O-][N+](=O)C1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1
DTXSID70162841,DSSTox_Substance_Id,DTXSID70162841,7-Methyltryptamine,CC1=C2NC=C(CCN)C2=CC=C1
DTXSID5062132,DSSTox_Substance_Id,DTXSID5062132,"2,2'-Azobisphenol",OC1=C(C=CC=C1)N=NC1=C(O)C=CC=C1
DTXSID00297630,DSSTox_Substance_Id,DTXSID00297630,NSC116966,CC1=CC=C(C=C1)S(=O)(=O)C1=C(C)C=C(C)C=C1C
DTXSID30353733,DSSTox_Substance_Id,DTXSID30353733,3-(1H-tetrazol-1-yl)benzoic acid,OC(=O)C1=CC(=CC=C1)N1C=NN=N1
DTXSID60299175,DSSTox_Substance_Id,DTXSID60299175,MLS002920004,COC1=C(NC(=O)C2=CC=CC=C2C2=CC=CC=C2C(O)=O)C=C2C(CC3=CC=CC=C23)=C1
DTXSID10216493,DSSTox_Substance_Id,DTXSID10216493,"1-Thiocoumarin, 4-morpholino-3-nitro-",[O-][N+](=O)C1=C(N2CCOCC2)C2=CC=CC=C2SC1=O
DTXSID80296404,DSSTox_Substance_Id,DTXSID80296404,NSC109128,CC(=O)OC1CCC2(C)C(CCC3C4CC(C(C(C)=O)C4(C)C(=O)CC23)N2CC2)C1
DTXSID20416866,DSSTox_Substance_Id,DTXSID20416866,2-(4-methoxyanilino)-5-nitrobenzoic acid,COC1=CC=C(NC2=C(C=C(C=C2)[N+]([O-])=O)C(O)=O)C=C1
DTXSID8063543,DSSTox_Substance_Id,DTXSID8063543,"3-Thiazolidinehexanoic acid, 4-oxo-2-thioxo-",OC(=O)CCCCCN1C(=O)CSC1=S
DTXSID0048717,DSSTox_Substance_Id,DTXSID0048717,Ioxilan,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCCO)=C(I)C(C(=O)NCC(O)CO)=C1I
DTXSID7041883,DSSTox_Substance_Id,DTXSID7041883,Dinoterb,CC(C)(C)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O
DTXSID10349755,DSSTox_Substance_Id,DTXSID10349755,1-(8-hydroxy-4-methoxynaphthalen-1-yl)ethanone,COC1=C2C=CC=C(O)C2=C(C=C1)C(C)=O
DTXSID80162155,DSSTox_Substance_Id,DTXSID80162155,"2-Furanmethanamine, N,N-dimethyl-5-(((2-((4-fluoro-2-nitrophenyl)amino)ethyl)thio)methyl)-",CN(C)CC1=CC=C(CSCCNC2=C(C=C(F)C=C2)[N+]([O-])=O)O1
DTXSID2044509,DSSTox_Substance_Id,DTXSID2044509,"3,4,5,6-Tetrachloropyridine-2-carboxylic acid",OC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=N1
DTXSID40300758,DSSTox_Substance_Id,DTXSID40300758,MLS002920458,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C(Br)=C1
DTXSID0027222,DSSTox_Substance_Id,DTXSID0027222,Terpinolene,CC(C)=C1CCC(C)=CC1
DTXSID5023110,DSSTox_Substance_Id,DTXSID5023110,Gossypol,CC(C)C1=C(O)C(O)=C(C=O)C2=C(O)C(=C(C)C=C12)C1=C(O)C2=C(C=O)C(O)=C(O)C(C(C)C)=C2C=C1C
DTXSID40166290,DSSTox_Substance_Id,DTXSID40166290,"p-Toluenesulfonamide, N-benzyl-",CC1=CC=C(C=C1)S(=O)(=O)NCC1=CC=CC=C1
DTXSID20458923,DSSTox_Substance_Id,DTXSID20458923,"4-chloro-N-(4,6-diphenylpyrimidin-2-yl)benzamide",ClC1=CC=C(C=C1)C(=O)NC1=NC(=CC(=N1)C1=CC=CC=C1)C1=CC=CC=C1
DTXSID30167539,DSSTox_Substance_Id,DTXSID30167539,"Benzofurazan, 4-nitro-7-phenylthio-",[O-][N+](=O)C1=CC=C(SC2=CC=CC=C2)C2=NON=C12
DTXSID7052234,DSSTox_Substance_Id,DTXSID7052234,"1,2,3,7,8-Pentachlorodibenzofuran",ClC1=CC2=C(C3=CC(Cl)=C(Cl)C=C3O2)C(Cl)=C1Cl
DTXSID9042093,DSSTox_Substance_Id,DTXSID9042093,Lenacil,O=C1NC2=C(CCC2)C(=O)N1C1CCCCC1
DTXSID70419307,DSSTox_Substance_Id,DTXSID70419307,MLS000766145,O=C(\C=C\C1=CN=CC=C1)/C=C/C1=CN=CC=C1
DTXSID70377599,DSSTox_Substance_Id,DTXSID70377599,"5-(4-chlorophenoxy)-1,3-dimethyl-1H-pyrazole-4-carbaldehyde",CN1N=C(C)C(C=O)=C1OC1=CC=C(Cl)C=C1
DTXSID90395654,DSSTox_Substance_Id,DTXSID90395654,"1H-Indole-3-carboxaldehyde, 5-butyl-2-[4-(trifluoromethyl)phenyl]-",CCCCC1=CC2=C(NC(=C2C=O)C2=CC=C(C=C2)C(F)(F)F)C=C1
DTXSID2045650,DSSTox_Substance_Id,DTXSID2045650,D-Aspartic acid,N[C@H](CC(O)=O)C(O)=O
DTXSID00420547,DSSTox_Substance_Id,DTXSID00420547,GARCINONE D,COC1=C(CCC(C)(C)O)C2=C(OC3=C(C(O)=C(CC=C(C)C)C(O)=C3)C2=O)C=C1O
DTXSID00313142,DSSTox_Substance_Id,DTXSID00313142,4-(1H-imidazol-1-yl)aniline,NC1=CC=C(C=C1)N1C=CN=C1
DTXSID7024661,DSSTox_Substance_Id,DTXSID7024661,4-Bromotoluene,CC1=CC=C(Br)C=C1
DTXSID40366910,DSSTox_Substance_Id,DTXSID40366910,ST043087,O=C(N1CCOCC1)C1=CC=C(C=C1)C1=CC=CC=C1
DTXSID50196907,DSSTox_Substance_Id,DTXSID50196907,Morphinone,[H][C@@]12OC3=C4C(C[C@H]5N(C)CC[C@@]14[C@@]5([H])C=CC2=O)=CC=C3O
DTXSID2040577,DSSTox_Substance_Id,DTXSID2040577,SB203580,CS(=O)C1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=NC=C1)C1=CC=C(F)C=C1
DTXSID4031980,DSSTox_Substance_Id,DTXSID4031980,Resveratrol,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
DTXSID30153230,DSSTox_Substance_Id,DTXSID30153230,WZ-4002,COC1=C(NC2=NC=C(Cl)C(OC3=CC=CC(NC(=O)C=C)=C3)=N2)C=CC(=C1)N1CCN(C)CC1
DTXSID20383948,DSSTox_Substance_Id,DTXSID20383948,5-amino-2-(1H-pyrrol-1-yl)benzonitrile,NC1=CC(C#N)=C(C=C1)N1C=CC=C1
DTXSID20349948,DSSTox_Substance_Id,DTXSID20349948,methyl 4-[(phenylacetyl)amino]benzoate,COC(=O)C1=CC=C(NC(=O)CC2=CC=CC=C2)C=C1
DTXSID3048942,DSSTox_Substance_Id,DTXSID3048942,3beta-Acetoxy-5-pregnene-20-one,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@H]4C(C)=O)[C@@H]3CC=C2C1
DTXSID20206709,DSSTox_Substance_Id,DTXSID20206709,Budipine,CC(C)(C)N1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID30367077,DSSTox_Substance_Id,DTXSID30367077,STK292702,CC1=C(C=CO1)C(=O)NC1=CC=CC=C1C(O)=O
DTXSID50172483,DSSTox_Substance_Id,DTXSID50172483,1-Methyl-1H-indole-3-carbaldehyde,CN1C=C(C=O)C2=CC=CC=C12
DTXSID4023171,DSSTox_Substance_Id,DTXSID4023171,Isocarboxazid,CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1
DTXSID60351681,DSSTox_Substance_Id,DTXSID60351681,N-(3-acetylphenyl)methanesulfonamide,CC(=O)C1=CC(NS(C)(=O)=O)=CC=C1
DTXSID1020279,DSSTox_Substance_Id,DTXSID1020279,3-Chloro-2-methylpropene,CC(=C)CCl
DTXSID80354831,DSSTox_Substance_Id,DTXSID80354831,2-(1H-Benzoimidazol-5-yl)-benzooxazol-5-ylamine,NC1=CC2=C(OC(=N2)C2=CC3=C(C=C2)N=CN3)C=C1
DTXSID50238452,DSSTox_Substance_Id,DTXSID50238452,"1,1-Bis(4-hydroxyphenyl)-2-phenylbut-1-ene",CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1)C1=CC=CC=C1
DTXSID50458532,DSSTox_Substance_Id,DTXSID50458532,N-benzylhexadecanamide,CCCCCCCCCCCCCCCC(=O)NCC1=CC=CC=C1
DTXSID20200409,DSSTox_Substance_Id,DTXSID20200409,Fagarine,COC1=CC=CC2=C1N=C1OC=CC1=C2OC
DTXSID8022907,DSSTox_Substance_Id,DTXSID8022907,Dextroamphetamine,C[C@H](N)CC1=CC=CC=C1
DTXSID50216477,DSSTox_Substance_Id,DTXSID50216477,4-Amino-2-methylquinoline,CC1=NC2=CC=CC=C2C(N)=C1
DTXSID10344043,DSSTox_Substance_Id,DTXSID10344043,4-Benzyl-1H-imidazole,C(C1=CN=CN1)C1=CC=CC=C1
DTXSID8023058,DSSTox_Substance_Id,DTXSID8023058,Flubendazole,COC(=O)NC1=NC2=CC=C(C=C2N1)C(=O)C1=CC=C(F)C=C1
DTXSID60329562,DSSTox_Substance_Id,DTXSID60329562,2-[2-(anilinocarbamoyl)phenyl]benzoic acid,OC(=O)C1=CC=CC=C1C1=CC=CC=C1C(=O)NNC1=CC=CC=C1
DTXSID2024458,DSSTox_Substance_Id,DTXSID2024458,2-Aminoanthracene,NC1=CC=C2C=C3C=CC=CC3=CC2=C1
DTXSID30177133,DSSTox_Substance_Id,DTXSID30177133,"Cyclohexanone, 2,2-diphenyl-",O=C1CCCCC1(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID70389051,DSSTox_Substance_Id,DTXSID70389051,3-(4-Acetylamino-benzenesulfonyl)-propionic acid,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)CCC(O)=O
DTXSID0044022,DSSTox_Substance_Id,DTXSID0044022,Fluticasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
DTXSID8026488,DSSTox_Substance_Id,DTXSID8026488,Camphene,CC1(C)C2CCC(C2)C1=C
DTXSID90189015,DSSTox_Substance_Id,DTXSID90189015,Acetryptine,CC(=O)C1=CC2=C(NC=C2CCN)C=C1
DTXSID9040558,DSSTox_Substance_Id,DTXSID9040558,Nerve growth factor,N/A
DTXSID20343340,DSSTox_Substance_Id,DTXSID20343340,"Indole, derivative of",O=C(NC1=CC=CC=C1)C1=CC2=CC=CC=C2N1
DTXSID8045933,DSSTox_Substance_Id,DTXSID8045933,Zolmitriptan,CN(C)CCC1=CNC2=C1C=C(C[C@H]1COC(=O)N1)C=C2
DTXSID9023041,DSSTox_Substance_Id,DTXSID9023041,Felbamate,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
DTXSID10351297,DSSTox_Substance_Id,DTXSID10351297,5-bromopyridine-3-carbohydrazide,NNC(=O)C1=CC(Br)=CN=C1
DTXSID10349598,DSSTox_Substance_Id,DTXSID10349598,"5-{[(4,6-Dimethylpyrimidin-2-yl)sulfanyl]methyl}furan-2-carboxylic acid",CC1=CC(C)=NC(SCC2=CC=C(O2)C(O)=O)=N1
DTXSID50352081,DSSTox_Substance_Id,DTXSID50352081,"1,6-dimethyl-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",CN1C=C(C(O)=O)C(=O)C2=C1C=CC(C)=C2
DTXSID9063746,DSSTox_Substance_Id,DTXSID9063746,"Quinoline, 6-methoxy-",COC1=CC=C2N=CC=CC2=C1
DTXSID70341674,DSSTox_Substance_Id,DTXSID70341674,BD 1063,CN1CCN(CCC2=CC(Cl)=C(Cl)C=C2)CC1
DTXSID2063347,DSSTox_Substance_Id,DTXSID2063347,"1,10-Phenanthroline, 5-chloro-",ClC1=CC2=CC=CN=C2C2=NC=CC=C12
DTXSID30197634,DSSTox_Substance_Id,DTXSID30197634,8-Amino-4-hydroxynaphthalene-2-sulphonic acid,NC1=CC=CC2=C1C=C(C=C2O)S(O)(=O)=O
DTXSID5026889,DSSTox_Substance_Id,DTXSID5026889,Methyl dodecanoate,CCCCCCCCCCCC(=O)OC
DTXSID3025093,DSSTox_Substance_Id,DTXSID3025093,"4,4'-Dimethoxydiphenylamine",COC1=CC=C(NC2=CC=C(OC)C=C2)C=C1
DTXSID1029170,DSSTox_Substance_Id,DTXSID1029170,4-Methylpent-3-en-2-one,CC(C)=CC(C)=O
DTXSID20344236,DSSTox_Substance_Id,DTXSID20344236,3-(3-Thienyl)pyridine,S1C=CC(=C1)C1=CN=CC=C1
DTXSID50416192,DSSTox_Substance_Id,DTXSID50416192,6-pentoxy-7H-purin-2-amine,CCCCCOC1=NC(N)=NC2=C1NC=N2
DTXSID40204646,DSSTox_Substance_Id,DTXSID40204646,Alphaprodine hydrochloride [USP],Cl.CCC(=O)O[C@@]1(CCN(C)C[C@@H]1C)C1=CC=CC=C1
DTXSID40161205,DSSTox_Substance_Id,DTXSID40161205,Dmp 811,CCCC1=NC(CC)=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)C(O)=O
DTXSID70318008,DSSTox_Substance_Id,DTXSID70318008,"2-[[4-[(2,4-diaminopteridin-6-yl)methyl-propylamino]benzoyl]amino]pentanedioic acid",CCCN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)NC(CCC(O)=O)C(O)=O
DTXSID20164971,DSSTox_Substance_Id,DTXSID20164971,Diphenyl(phenylethynyl)carbinol,OC(C#CC1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID90205305,DSSTox_Substance_Id,DTXSID90205305,"4(1H)-Pyrimidinone, 2-amino-6-phenyl-",NC1=NC(=O)C=C(N1)C1=CC=CC=C1
DTXSID4025240,DSSTox_Substance_Id,DTXSID4025240,"1,2-Epoxy-3-butene",C=CC1CO1
DTXSID5046934,DSSTox_Substance_Id,DTXSID5046934,Penicillin G,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O
DTXSID2048298,DSSTox_Substance_Id,DTXSID2048298,Piroctone,CC(CC1=CC(C)=CC(=O)N1O)CC(C)(C)C
DTXSID40178777,DSSTox_Substance_Id,DTXSID40178777,2-Benzimidazolepropanol,OCCCC1=NC2=CC=CC=C2N1
DTXSID50874031,DSSTox_Substance_Id,DTXSID50874031,"1-Adamantanamine, hydrochloride",Cl.NC12CC3CC(CC(C3)C1)C2
DTXSID90320320,DSSTox_Substance_Id,DTXSID90320320,"2-ethyl-1,2-benzothiazol-3-one",CCN1SC2=CC=CC=C2C1=O
DTXSID40285950,DSSTox_Substance_Id,DTXSID40285950,"5-methoxy-2-methylbenzene-1,3-diol",COC1=CC(O)=C(C)C(O)=C1
DTXSID10306404,DSSTox_Substance_Id,DTXSID10306404,"N~1~,N~2~-Bis[(pyridin-2-yl)methyl]ethane-1,2-diamine",C(CNCC1=CC=CC=N1)NCC1=CC=CC=N1
DTXSID80323426,DSSTox_Substance_Id,DTXSID80323426,MLS003171558,OC(COC(=O)C1=CC=CC=C1)C1OC(OC(COC(=O)C2=CC=CC=C2)C1O)C1=CC=CC=C1
DTXSID1051779,DSSTox_Substance_Id,DTXSID1051779,Ethylcyclohexane,CCC1CCCCC1
DTXSID7042693,DSSTox_Substance_Id,DTXSID7042693,SB-431542,NC(=O)C1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=CC=N1)C1=CC2=C(OCO2)C=C1
DTXSID6074887,DSSTox_Substance_Id,DTXSID6074887,4-Formylphenylboronic acid,OB(O)C1=CC=C(C=O)C=C1
DTXSID00192277,DSSTox_Substance_Id,DTXSID00192277,Fludiazepam,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
DTXSID3026514,DSSTox_Substance_Id,DTXSID3026514,Phthalimide,O=C1NC(=O)C2=C1C=CC=C2
DTXSID50287586,DSSTox_Substance_Id,DTXSID50287586,6-nitroquinazolin-4(3H)-one,[O-][N+](=O)C1=CC2=C(NC=NC2=O)C=C1
DTXSID20168914,DSSTox_Substance_Id,DTXSID20168914,"Rhodanine, 3-(m-chlorophenyl)-",ClC1=CC=CC(=C1)N1C(=O)CSC1=S
DTXSID50386088,DSSTox_Substance_Id,DTXSID50386088,"(2,4-dimethoxybenzyl)(2-methylcyclohexyl)amine",COC1=CC(OC)=C(CNC2CCCCC2C)C=C1
DTXSID80468225,DSSTox_Substance_Id,DTXSID80468225,2-bromo-4-(3-fluorophenylethynyl)thiazole,FC1=CC=CC(=C1)C#CC1=CSC(Br)=N1
DTXSID80356395,DSSTox_Substance_Id,DTXSID80356395,AG-664/25003435,CSC1=C(C)C=C(OCC(O)=O)C=C1
DTXSID10274038,DSSTox_Substance_Id,DTXSID10274038,p-tert-Butylphenyl diphenyl phosphate,CC(C)(C)C1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1
DTXSID90232353,DSSTox_Substance_Id,DTXSID90232353,SG 209,CC(=O)OCCNC(=O)C1=CN=CC=C1
DTXSID10384101,DSSTox_Substance_Id,DTXSID10384101,1-Oxo-1lambda~5~-pyridine-3-carbothioamide,NC(=S)C1=C[N+]([O-])=CC=C1
DTXSID20419837,DSSTox_Substance_Id,DTXSID20419837,"5,7-dimethylpyrido[2,3-d]pyrimidin-4(3H)-one",CC1=NC2=C(C(C)=C1)C(=O)N=CN2
DTXSID60334292,DSSTox_Substance_Id,DTXSID60334292,bis(4-acetylphenyl)sulfide,CC(=O)C1=CC=C(SC2=CC=C(C=C2)C(C)=O)C=C1
DTXSID20195624,DSSTox_Substance_Id,DTXSID20195624,"3,3',4,4'-Tetrachlorocarbanilide",ClC1=C(Cl)C=C(NC(=O)NC2=CC(Cl)=C(Cl)C=C2)C=C1
DTXSID7058670,DSSTox_Substance_Id,DTXSID7058670,4-(3-Dodecanyl)benzenesulfonic acid,CCCCCCCCCC(CC)C1=CC=C(C=C1)S(O)(=O)=O
DTXSID00390054,DSSTox_Substance_Id,DTXSID00390054,"Benzeneacetamide, N-(4-pyridinylmethyl)-",O=C(CC1=CC=CC=C1)NCC1=CC=NC=C1
DTXSID5059539,DSSTox_Substance_Id,DTXSID5059539,"Acetamide, N-(3-nitrophenyl)-",CC(=O)NC1=CC(=CC=C1)[N+]([O-])=O
DTXSID80520958,DSSTox_Substance_Id,DTXSID80520958,1-(1-Phenylethyl)pyridin-1-ium perchlorate,[O-][Cl](=O)(=O)=O.CC(C1=CC=CC=C1)[N+]1=CC=CC=C1
DTXSID60659114,DSSTox_Substance_Id,DTXSID60659114,N-(2-Methyl-2-phenylpropyl)quinoxaline-2-carboxamide,CC(C)(CNC(=O)C1=NC2=CC=CC=C2N=C1)C1=CC=CC=C1
DTXSID4038346,DSSTox_Substance_Id,DTXSID4038346,trans-Chlordane,[H][C@]12C[C@@H](Cl)[C@H](Cl)[C@@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl
DTXSID00185129,DSSTox_Substance_Id,DTXSID00185129,2-(Trifluoromethyl)-1H-benzimidazole,FC(F)(F)C1=NC2=CC=CC=C2N1
DTXSID9023419,DSSTox_Substance_Id,DTXSID9023419,Paraldehyde,CC1OC(C)OC(C)O1
DTXSID20168535,DSSTox_Substance_Id,DTXSID20168535,"4(1H)-Quinazolinone, 2-(4-methyl-1-piperazinyl)- (9CI)",CN1CCN(CC1)C1=NC(=O)C2=CC=CC=C2N1
DTXSID00416344,DSSTox_Substance_Id,DTXSID00416344,"2,4-dichlorobenzaldehyde N-phenylsemicarbazone",ClC1=CC(Cl)=C(\C=N\NC(=O)NC2=CC=CC=C2)C=C1
DTXSID10658738,DSSTox_Substance_Id,DTXSID10658738,2-(Dimethylamino)-1-(1-methyl-1H-pyrrol-2-yl)-2-phenylethan-1-one,CN(C)C(C(=O)C1=CC=CN1C)C1=CC=CC=C1
DTXSID90469228,DSSTox_Substance_Id,DTXSID90469228,"7-METHOXY-2H-1,4-BENZOXAZIN-3(4H)-ONE",COC1=CC2=C(NC(=O)CO2)C=C1
DTXSID6069743,DSSTox_Substance_Id,DTXSID6069743,"1H,5H-Benzo[ij]quinolizine-9-carboxaldehyde, 2,3,6,7-tetrahydro-8-hydroxy-",OC1=C(C=O)C=C2CCCN3CCCC1=C23
DTXSID10167259,DSSTox_Substance_Id,DTXSID10167259,Talampanel,C[C@@H]1CC2=CC3=C(OCO3)C=C2C(=NN1C(C)=O)C1=CC=C(N)C=C1
DTXSID30299844,DSSTox_Substance_Id,DTXSID30299844,MLS000738227,CNC(=O)NC1=CC=C(C=C1)S(N)(=O)=O
DTXSID0026171,DSSTox_Substance_Id,DTXSID0026171,Tolyltriazole,"C*.N1N=NC2=CC=CC=C12 |c:2,6,t:4,8,lp:2:1,3:1,4:1,m:1:6.7|"
DTXSID60282941,DSSTox_Substance_Id,DTXSID60282941,1H-indole-2-carbohydrazide,NNC(=O)C1=CC2=CC=CC=C2N1
DTXSID2046599,DSSTox_Substance_Id,DTXSID2046599,Difloxacin hydrochloride,Cl.CN1CCN(CC1)C1=C(F)C=C2C(=C1)N(C=C(C(O)=O)C2=O)C1=CC=C(F)C=C1
DTXSID60293835,DSSTox_Substance_Id,DTXSID60293835,7-Benzyloxytryptamine,NCCC1=CNC2=C1C=CC=C2OCC1=CC=CC=C1
DTXSID20287891,DSSTox_Substance_Id,DTXSID20287891,3-(1H-benzotriazol-1-yl)propanenitrile,N#CCCN1N=NC2=CC=CC=C12
DTXSID0047169,DSSTox_Substance_Id,DTXSID0047169,5-Methyl-2-thiophenecarboxaldehyde,CC1=CC=C(S1)C=O
DTXSID3059634,DSSTox_Substance_Id,DTXSID3059634,Potassium 4-aminosalicylate,[K+].NC1=CC(O)=C(C=C1)C([O-])=O
DTXSID60420841,DSSTox_Substance_Id,DTXSID60420841,Dynasore,OC1=C\C(=C\NNC(=O)C2=CC3=CC=CC=C3C=C2O)C=CC1=O
DTXSID3023477,DSSTox_Substance_Id,DTXSID3023477,Pipamazine,NC(=O)C1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
DTXSID70164466,DSSTox_Substance_Id,DTXSID70164466,Talabostat mesylate,CS(O)(=O)=O.CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O
DTXSID40609753,DSSTox_Substance_Id,DTXSID40609753,2-[3-(Hydroxyamino)-3-oxopropyl]pentanedioic acid,ONC(=O)CCC(CCC(O)=O)C(O)=O
DTXSID80416185,DSSTox_Substance_Id,DTXSID80416185,"2-Oxazolamine, N,5-diphenyl-",N(C1=NC=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
DTXSID20583007,DSSTox_Substance_Id,DTXSID20583007,"N-{6-[(2-Methoxyethyl)(methyl)amino]pyridin-3-yl}-2-phenyl-4-(trifluoromethyl)-1,3-oxazole-5-carboxamide",COCCN(C)C1=NC=C(NC(=O)C2=C(N=C(O2)C2=CC=CC=C2)C(F)(F)F)C=C1
DTXSID10467529,DSSTox_Substance_Id,DTXSID10467529,"7-Chloro-N-phenyl[1,3]thiazolo[5,4-d]pyrimidin-2-amine",ClC1=NC=NC2=C1N=C(NC1=CC=CC=C1)S2
DTXSID4021680,DSSTox_Substance_Id,DTXSID4021680,"1,1,3-Trichloropropanone",ClCC(=O)C(Cl)Cl
DTXSID20328076,DSSTox_Substance_Id,DTXSID20328076,CHEMBL270243,NS(=O)(=O)C1=CC=C(C=C1)\N=C\C1=CC(O)=CC=C1
