INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
DTXSID90658897,DSSTox_Substance_Id,DTXSID90658897,"(3,5-Dibromo-4-methoxyphenyl)(2-ethyl-1-benzofuran-3-yl)methanone",CCC1=C(C(=O)C2=CC(Br)=C(OC)C(Br)=C2)C2=CC=CC=C2O1
DTXSID90301492,DSSTox_Substance_Id,DTXSID90301492,4-Piperidino-3-nitrophenyl sulfone,[O-][N+](=O)C1=C(C=CC(=C1)S(=O)(=O)C1=CC(=C(C=C1)N1CCCCC1)[N+]([O-])=O)N1CCCCC1
DTXSID70199692,DSSTox_Substance_Id,DTXSID70199692,Doxantrazole,O=C1C2=CC=CC=C2S(=O)(=O)C2=C1C=CC(=C2)C1=NNN=N1
DTXSID7058963,DSSTox_Substance_Id,DTXSID7058963,"Phenol, 3-(1,1-dimethylethyl)-4-methoxy-",COC1=C(C=C(O)C=C1)C(C)(C)C
DTXSID5044786,DSSTox_Substance_Id,DTXSID5044786,2-Benzyl-2-(dimethylamino)-1-[4-(morpholin-4-yl)phenyl]butan-1-one,CCC(CC1=CC=CC=C1)(N(C)C)C(=O)C1=CC=C(C=C1)N1CCOCC1
DTXSID90231826,DSSTox_Substance_Id,DTXSID90231826,"Thiourea, N-(2-(ethenyloxy)ethyl)-N'-phenyl-",C=COCCNC(=S)NC1=CC=CC=C1
DTXSID20438669,DSSTox_Substance_Id,DTXSID20438669,N-Salicyloyltryptamine,OC1=CC=CC=C1C(=O)NCCC1=CNC2=CC=CC=C12
DTXSID90453243,DSSTox_Substance_Id,DTXSID90453243,Z-Trp-OSu,O=C(N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)ON1C(=O)CCC1=O)OCC1=CC=CC=C1
DTXSID10363294,DSSTox_Substance_Id,DTXSID10363294,"6-Chloro-N~4~,N~4~-diethylpyrimidine-2,4-diamine",CCN(CC)C1=CC(Cl)=NC(N)=N1
DTXSID10226113,DSSTox_Substance_Id,DTXSID10226113,"4-(4-Ethoxyanilino)-1,2-naphthalenedione",CCOC1=CC=C(NC2=CC(=O)C(=O)C3=CC=CC=C23)C=C1
DTXSID5044946,DSSTox_Substance_Id,DTXSID5044946,Alloxan,O=C1NC(=O)C(=O)C(=O)N1
DTXSID60367762,DSSTox_Substance_Id,DTXSID60367762,"1-bromo-2-[3-(2-methoxyphenoxy)propoxy]-3,5-dimethylbenzene",COC1=CC=CC=C1OCCCOC1=C(C)C=C(C)C=C1Br
DTXSID20304335,DSSTox_Substance_Id,DTXSID20304335,2-(allylsulfanyl)-4(3H)-pyrimidinone,C=CCSC1=NC=CC(=O)N1
DTXSID40349480,DSSTox_Substance_Id,DTXSID40349480,4-(2-Thiophen-2-yl-acetylamino)-benzoic acid,OC(=O)C1=CC=C(NC(=O)CC2=CC=CS2)C=C1
DTXSID2022171,DSSTox_Substance_Id,DTXSID2022171,1-Decanamine,CCCCCCCCCCN
DTXSID10308726,DSSTox_Substance_Id,DTXSID10308726,MLS003389446,CCCCCNC1=NC=NC2=C(C)NN=C12
DTXSID6057823,DSSTox_Substance_Id,DTXSID6057823,Nandrolone furylpropionate,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2OC(=O)CCC1=CC=CO1
DTXSID30297229,DSSTox_Substance_Id,DTXSID30297229,NSC114816,NC1=CC(=O)C2=NNNC2=N1
DTXSID90242619,DSSTox_Substance_Id,DTXSID90242619,Hepsulfam,NS(=O)(=O)OCCCCCCCOS(N)(=O)=O
DTXSID80290482,DSSTox_Substance_Id,DTXSID80290482,{2-[(dimethylamino)methyl]phenyl}(diphenyl)methanol,CN(C)CC1=CC=CC=C1C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID80358995,DSSTox_Substance_Id,DTXSID80358995,"Propanedinitrile, [[2-(1-piperidinyl)-3-quinolinyl]methylene]-",N#CC(=CC1=CC2=CC=CC=C2N=C1N1CCCCC1)C#N
DTXSID60174039,DSSTox_Substance_Id,DTXSID60174039,Aceanthrylene,C1=CC2=C3C1=CC=CC3=CC1=CC=CC=C21
DTXSID40329303,DSSTox_Substance_Id,DTXSID40329303,"1,2,3,4-tetrahydroisoquinolin-7-ol",OC1=CC2=C(CCNC2)C=C1
DTXSID70366847,DSSTox_Substance_Id,DTXSID70366847,N-(2-hydroxyethyl)-N'-(2-methylphenyl)thiourea,CC1=CC=CC=C1NC(=S)NCCO
DTXSID6021248,DSSTox_Substance_Id,DTXSID6021248,Rotenone,[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C1=CC=C3O[C@H](CC3=C1O2)C(C)=C
DTXSID10241785,DSSTox_Substance_Id,DTXSID10241785,"Benzamide, N-(2-oxo-2-(1-pyrrolidinyl)ethyl)-",O=C(CNC(=O)C1=CC=CC=C1)N1CCCC1
DTXSID30220870,DSSTox_Substance_Id,DTXSID30220870,"9,10-Anthracenedione, 2-hydroxy-1,6,7,8-tetramethoxy-3-methyl-",COC1=C(OC)C(OC)=C2C(=O)C3=C(C=C(C)C(O)=C3OC)C(=O)C2=C1
DTXSID8020834,DSSTox_Substance_Id,DTXSID8020834,Methyl carbamate,COC(N)=O
DTXSID50352021,DSSTox_Substance_Id,DTXSID50352021,6-Amino-2-(benzylsulfanyl)pyrimidin-4(1H)-one,NC1=CC(=O)N=C(N1)SCC1=CC=CC=C1
DTXSID10358685,DSSTox_Substance_Id,DTXSID10358685,ZINC00493033,[O-][N+](=O)C1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1
DTXSID20859476,DSSTox_Substance_Id,DTXSID20859476,3-Thujanone,CC(C)C12CC1C(C)C(=O)C2
DTXSID3021807,DSSTox_Substance_Id,DTXSID3021807,o-Xylene,CC1=C(C)C=CC=C1
DTXSID10423564,DSSTox_Substance_Id,DTXSID10423564,Telenzepine dihydrochloride,Cl.Cl.CN1CCN(CC(=O)N2C3=C(C)SC=C3C(=O)NC3=CC=CC=C23)CC1
DTXSID30419843,DSSTox_Substance_Id,DTXSID30419843,methyl (7-hydroxy-2-oxo-2H-chromen-4-yl)acetate,COC(=O)CC1=CC(=O)OC2=C1C=CC(O)=C2
DTXSID70502203,DSSTox_Substance_Id,DTXSID70502203,"7-Methyl-2-phenyl-2,3-dihydro-4H-1-benzopyran-4-one",CC1=CC2=C(C=C1)C(=O)CC(O2)C1=CC=CC=C1
DTXSID00233371,DSSTox_Substance_Id,DTXSID00233371,Ro 5-3438,CN1C2=CC=CC=C2C(=NCC1=O)C1=CC=CC=C1F
DTXSID50430919,DSSTox_Substance_Id,DTXSID50430919,"4-[8-(2,1,3-benzoxadiazol-5-yl)-1,7-naphthyridin-6-yl]benzoic acid",OC(=O)C1=CC=C(C=C1)C1=NC(C2=CC3=NON=C3C=C2)=C2N=CC=CC2=C1
DTXSID70363210,DSSTox_Substance_Id,DTXSID70363210,N-(8-quinolinyl)thiourea,NC(=S)NC1=CC=CC2=C1N=CC=C2
DTXSID90320961,DSSTox_Substance_Id,DTXSID90320961,"2-(2,6-dimethylpyran-4-ylidene)indene-1,3-dione",CC1=CC(C=C(C)O1)=C1C(=O)C2=CC=CC=C2C1=O
DTXSID70370722,DSSTox_Substance_Id,DTXSID70370722,2-(benzenesulfonyl)-N'-hydroxyethanimidamide,NC(CS(=O)(=O)C1=CC=CC=C1)=NO
DTXSID4059203,DSSTox_Substance_Id,DTXSID4059203,"Ethanone, 1-(4-bromophenyl)-",CC(=O)C1=CC=C(Br)C=C1
DTXSID80372393,DSSTox_Substance_Id,DTXSID80372393,5-(6-methoxy-2-naphthyl)-1H-pyrazole,COC1=CC2=C(C=C1)C=C(C=C2)C1=CC=NN1
DTXSID10389237,DSSTox_Substance_Id,DTXSID10389237,MLS000738269,CC1CC(C)(C)NC(=S)O1
DTXSID10615745,DSSTox_Substance_Id,DTXSID10615745,"3-(Trifluoromethyl)-1,2,3,4-tetrahydroisoquinoline",FC(F)(F)C1CC2=CC=CC=C2CN1
DTXSID80291974,DSSTox_Substance_Id,DTXSID80291974,2-acetyl-4-chlorophenyl furan-2-carboxylate,CC(=O)C1=C(OC(=O)C2=CC=CO2)C=CC(Cl)=C1
DTXSID4034653,DSSTox_Substance_Id,DTXSID4034653,Hexaconazole,CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl
DTXSID20390410,DSSTox_Substance_Id,DTXSID20390410,ASN 03776344,CCN(CC)CCCN(CC1=CC2=CC3=C(OCO3)C=C2NC1=O)C(=S)NC
DTXSID70312127,DSSTox_Substance_Id,DTXSID70312127,"6-[(3-Bromoanilino)methyl]quinazoline-2,4-diamine",NC1=NC2=C(C=C(CNC3=CC(Br)=CC=C3)C=C2)C(N)=N1
DTXSID20323324,DSSTox_Substance_Id,DTXSID20323324,MLS003171546,COC(=O)C1(C)CCC2=C(C=CC3=CC=CC=C23)C1=O
DTXSID2049050,DSSTox_Substance_Id,DTXSID2049050,rac Benidipine hydrochloride,Cl.COC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)O[C@@H]1CCCN(CC2=CC=CC=C2)C1
DTXSID30234851,DSSTox_Substance_Id,DTXSID30234851,"1H-Imidazo(2,1-f)purine-2,4(3H,8H)-dione, 8-(2-hydroxyethyl)-1-methyl-7-phenyl-",CN1C2=C(N3C=C(N(CCO)C3=N2)C2=CC=CC=C2)C(=O)NC1=O
DTXSID2046888,DSSTox_Substance_Id,DTXSID2046888,Bendamustine,CN1C(CCCC(O)=O)=NC2=C1C=CC(=C2)N(CCCl)CCCl
DTXSID40229334,DSSTox_Substance_Id,DTXSID40229334,2'-Deoxy-2'-fluoroguanosine,NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1F
DTXSID2045109,DSSTox_Substance_Id,DTXSID2045109,Nortriptyline hydrochloride,Cl.CNCCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2
DTXSID30211627,DSSTox_Substance_Id,DTXSID30211627,6-Dimethylamino-4-hydroxynaphthalene-2-sulphonic acid,CN(C)C1=CC2=C(O)C=C(C=C2C=C1)S(O)(=O)=O
DTXSID8046290,DSSTox_Substance_Id,DTXSID8046290,Viomycin sulfate (1:x),N/A
DTXSID50218537,DSSTox_Substance_Id,DTXSID50218537,Racemosin,COC1=C2OC(C)(C)C=CC2=C(OC)C2=C1OC(=O)C=C2
DTXSID20218968,DSSTox_Substance_Id,DTXSID20218968,NSC 102051,COC1=C(OC)C=C(C=C1)C1=C(O)C(=O)C2=CC=CC=C2O1
DTXSID70404475,DSSTox_Substance_Id,DTXSID70404475,STK053285,OC1=C(C(C2=CC=C(F)C=C2)C2=C(O)N=CNC2=O)C(=O)NC=N1
DTXSID90354589,DSSTox_Substance_Id,DTXSID90354589,"4-[(2,5-Dichlorobenzene-1-sulfonyl)amino]benzoic acid",OC(=O)C1=CC=C(NS(=O)(=O)C2=C(Cl)C=CC(Cl)=C2)C=C1
DTXSID20304032,DSSTox_Substance_Id,DTXSID20304032,2-methyl-5-nitroquinoline,CC1=NC2=C(C=C1)C(=CC=C2)[N+]([O-])=O
DTXSID90377596,DSSTox_Substance_Id,DTXSID90377596,3-(benzyloxy)-2-thiophenecarboxylic acid,OC(=O)C1=C(OCC2=CC=CC=C2)C=CS1
DTXSID40194432,DSSTox_Substance_Id,DTXSID40194432,NSC341076,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O)C(O)=O
DTXSID50147994,DSSTox_Substance_Id,DTXSID50147994,"Isoleucine orlistat, L-",CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@@H](NC=O)[C@@H](C)CC
DTXSID00317504,DSSTox_Substance_Id,DTXSID00317504,"5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-2-ol",COC1=CC(=CC(OC)=C1OC)C1=NNC(=O)O1
DTXSID60287198,DSSTox_Substance_Id,DTXSID60287198,1-(2-Hydroxyphenyl)-3-(pyridin-2-yl)prop-2-en-1-one,OC1=CC=CC=C1C(=O)C=CC1=CC=CC=N1
DTXSID50316229,DSSTox_Substance_Id,DTXSID50316229,MLS000757066,NC1=CC=CC=C1SC1=CC(Cl)=NN=C1Cl
DTXSID00317387,DSSTox_Substance_Id,DTXSID00317387,"N-[3-(2-hydroxy-2-phenylethyl)-1,3-thiazol-2-ylidene]acetamide",CC(=O)\N=C1/SC=CN1CC(O)C1=CC=CC=C1
DTXSID2058253,DSSTox_Substance_Id,DTXSID2058253,(-)-cis-Permethrin,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCC1=CC=CC(OC2=CC=CC=C2)=C1
DTXSID5046275,DSSTox_Substance_Id,DTXSID5046275,Sulfasuccinamide,NS(=O)(=O)C1=CC=C(NC(=O)CCC(O)=O)C=C1
DTXSID20370217,DSSTox_Substance_Id,DTXSID20370217,4-Cyanophenylboronic acid,OB(O)C1=CC=C(C=C1)C#N
DTXSID30294056,DSSTox_Substance_Id,DTXSID30294056,MLS002695218,O=C1CC(=O)N2CCSC2=N1
DTXSID3045196,DSSTox_Substance_Id,DTXSID3045196,Ranolazine,COC1=C(OCC(O)CN2CCN(CC(=O)NC3=C(C)C=CC=C3C)CC2)C=CC=C1
DTXSID6024836,DSSTox_Substance_Id,DTXSID6024836,"3,7-Dimethyl-2,6-octadienal",CC(C)=CCCC(C)=CC=O
DTXSID80406061,DSSTox_Substance_Id,DTXSID80406061,5-chloro-N-quinolin-8-ylthiophene-2-sulfonamide,ClC1=CC=C(S1)S(=O)(=O)NC1=CC=CC2=C1N=CC=C2
DTXSID50355299,DSSTox_Substance_Id,DTXSID50355299,"1H-Imidazole, 2,5-dihydro-1-hydroxy-5,5-dimethyl-4-phenyl-, 3-oxide",CC1(C)N(O)C[N+]([O-])=C1C1=CC=CC=C1
DTXSID8045438,DSSTox_Substance_Id,DTXSID8045438,Ritodrine hydrochloride,Cl.C[C@H](NCCC1=CC=C(O)C=C1)[C@H](O)C1=CC=C(O)C=C1
DTXSID1024209,DSSTox_Substance_Id,DTXSID1024209,Naled,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br
DTXSID40144533,DSSTox_Substance_Id,DTXSID40144533,Rebastinib,CNC(=O)C1=NC=CC(OC2=CC(F)=C(NC(=O)NC3=CC(=NN3C3=CC4=C(C=C3)N=CC=C4)C(C)(C)C)C=C2)=C1
DTXSID80580673,DSSTox_Substance_Id,DTXSID80580673,6-(2-Aminoethyl)-9-bromobenzo[h]isoquinolin-1(2H)-one,NCCC1=C2C=CC(Br)=CC2=C2C(=O)NC=CC2=C1
DTXSID9046150,DSSTox_Substance_Id,DTXSID9046150,Pyrrocaine,CC1=CC=CC(C)=C1NC(=O)CN1CCCC1
DTXSID00194014,DSSTox_Substance_Id,DTXSID00194014,1-Methyl-1-phenylthiourea,CN(C(N)=S)C1=CC=CC=C1
DTXSID4074481,DSSTox_Substance_Id,DTXSID4074481,"5,5'-Methylenedisalicylic acid",OC(=O)C1=CC(CC2=CC=C(O)C(=C2)C(O)=O)=CC=C1O
DTXSID6047284,DSSTox_Substance_Id,DTXSID6047284,"(R)-N-(Quinuclidin-3-yl)furo(2,3-C)pyridine-5-carboxamide",O=C(N[C@H]1CN2CCC1CC2)C1=CC2=C(OC=C2)C=N1
DTXSID40157587,DSSTox_Substance_Id,DTXSID40157587,Lesopitron,ClC1=CN(CCCCN2CCN(CC2)C2=NC=CC=N2)N=C1
DTXSID6024832,DSSTox_Substance_Id,DTXSID6024832,Chrysophanic acid,CC1=CC(O)=C2C(=O)C3=C(O)C=CC=C3C(=O)C2=C1
DTXSID00359843,DSSTox_Substance_Id,DTXSID00359843,STK389045,CCOC(=O)COC1=C(OC)C=C(\C=C2\C(=O)NN(C2=O)C2=CC=C(F)C=C2)C=C1
DTXSID00242140,DSSTox_Substance_Id,DTXSID00242140,"Pyrrolidine, 1-(2-(1,1-bis(4-fluorophenyl)ethoxy)ethyl)-, hydrochloride",Cl.CC(OCCN1CCCC1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1
DTXSID20150910,DSSTox_Substance_Id,DTXSID20150910,Adenallene,NC1=C2N=CN(C=C=CCO)C2=NC=N1
DTXSID70415501,DSSTox_Substance_Id,DTXSID70415501,"5-[6-[(4-Aminophenyl)methylamino]purin-9-yl]-3,4-dihydroxy-N-methyloxolane-2-carboxamide",CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2NCC1=CC=C(N)C=C1
DTXSID90450611,DSSTox_Substance_Id,DTXSID90450611,URB602,O=C(NC1=CC=CC(=C1)C1=CC=CC=C1)OC1CCCCC1
DTXSID8045937,DSSTox_Substance_Id,DTXSID8045937,Rebamipide,OC(=O)C(CC1=CC(=O)NC2=CC=CC=C12)NC(=O)C1=CC=C(Cl)C=C1
DTXSID5045962,DSSTox_Substance_Id,DTXSID5045962,alpha-Dihydroartemisinin,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@@H](O)[C@@H]2C)O4
DTXSID6048595,DSSTox_Substance_Id,DTXSID6048595,Chloroprocaine hydrochloride,Cl.CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1
DTXSID0023749,DSSTox_Substance_Id,DTXSID0023749,Zanamivir,CC(=O)N[C@@H]1[C@@H](NC(N)=N)C=C(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O
DTXSID90433545,DSSTox_Substance_Id,DTXSID90433545,"2-Anthracenecarboxylic acid, 9,10-dihydro-4,5-dimethoxy-9,10-dioxo-",COC1=CC=CC2=C1C(=O)C1=C(C=C(C=C1OC)C(O)=O)C2=O
DTXSID00350375,DSSTox_Substance_Id,DTXSID00350375,2-(benzotriazol-1-yl)-1-(4-nitrophenyl)ethanone,[O-][N+](=O)C1=CC=C(C=C1)C(=O)CN1N=NC2=CC=CC=C12
DTXSID10189158,DSSTox_Substance_Id,DTXSID10189158,"2,5-Cyclohexadiene-1,4-dione, 2,5-dimethoxy-3-tridecyl-",CCCCCCCCCCCCCC1=C(OC)C(=O)C=C(OC)C1=O
DTXSID10233125,DSSTox_Substance_Id,DTXSID10233125,"Pyrrolidine, 1-(2-(2-(o-methoxyphenoxy)ethoxy)ethyl)-",COC1=CC=CC=C1OCCOCCN1CCCC1
DTXSID40153589,DSSTox_Substance_Id,DTXSID40153589,FG 8205,CC(C)C1=NC(=NO1)C1=C2CN(C)C(=O)C3=C(C=CC=C3Cl)N2C=N1
DTXSID20198418,DSSTox_Substance_Id,DTXSID20198418,"3H-1,2,4-Triazol-3-one, 2,4-dihydro-4-methyl-5-phenyl-",CN1C(=O)NN=C1C1=CC=CC=C1
DTXSID90346449,DSSTox_Substance_Id,DTXSID90346449,"3-(3,5-Dimethyl-1H-pyrazol-1-yl)benzoic acid",CC1=NN(C(C)=C1)C1=CC=CC(=C1)C(O)=O
DTXSID40195020,DSSTox_Substance_Id,DTXSID40195020,"1-Benzylimidazole-4,5-dicarboxylic acid",OC(=O)C1=C(N(CC2=CC=CC=C2)C=N1)C(O)=O
DTXSID50349436,DSSTox_Substance_Id,DTXSID50349436,"2-methyl-2,3-dihydro-1-benzofuran-5-carboxylic acid",CC1CC2=C(O1)C=CC(=C2)C(O)=O
DTXSID90345199,DSSTox_Substance_Id,DTXSID90345199,"2-(Diethylamino)-6,7-dihydro-4H-[1,3]oxazolo[3,2-a][1,3,5]triazin-4-one",CCN(CC)C1=NC(=O)N2CCOC2=N1
DTXSID60308034,DSSTox_Substance_Id,DTXSID60308034,MLS003107098,FC(F)(F)C1=CC(NC2=NCCS2)=CC=C1
DTXSID10277004,DSSTox_Substance_Id,DTXSID10277004,"ethyl 1-benzyl-4,5-dioxopyrrolidine-3-carboxylate",CCOC(=O)C1CN(CC2=CC=CC=C2)C(=O)C1=O
DTXSID70367238,DSSTox_Substance_Id,DTXSID70367238,3-(Dimethylamino)propyl benzoate,CN(C)CCCOC(=O)C1=CC=CC=C1
DTXSID50526063,DSSTox_Substance_Id,DTXSID50526063,6-Chloro-2-(2-chlorophenyl)-8-methyl-4H-1-benzopyran-4-one,CC1=CC(Cl)=CC2=C1OC(=CC2=O)C1=CC=CC=C1Cl
DTXSID20366231,DSSTox_Substance_Id,DTXSID20366231,(1-Oxy-pyridin-2-ylsulfanyl)-acetic acid,OC(=O)CSC1=CC=CC=[N+]1[O-]
DTXSID90404896,DSSTox_Substance_Id,DTXSID90404896,2-hydroxy-5-(4-methylphenyl)benzoic Acid,CC1=CC=C(C=C1)C1=CC(C(O)=O)=C(O)C=C1
DTXSID70208233,DSSTox_Substance_Id,DTXSID70208233,"1,3-Cyclohexadiene-1-carboxylic acid, 5-amino-, (-)-",N[C@H]1CC(=CC=C1)C(O)=O
DTXSID50397997,DSSTox_Substance_Id,DTXSID50397997,MLS002707156,CCOC1=CC=C(C=C1)N1C(=S)NCC(C)C1=O
DTXSID30153139,DSSTox_Substance_Id,DTXSID30153139,"Thiourea, N-(3-chlorophenyl)-N'-(2-(ethenyloxy)ethyl)-",ClC1=CC=CC(NC(=S)NCCOC=C)=C1
DTXSID50157119,DSSTox_Substance_Id,DTXSID50157119,14-Ethoxymetopon,CCO[C@@]12CCC(=O)[C@]3(C)OC4=C(O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5
DTXSID1023106,DSSTox_Substance_Id,DTXSID1023106,Glycerophosphoric acid II,OCC(CO)OP(O)(O)=O
DTXSID70442271,DSSTox_Substance_Id,DTXSID70442271,"Benzoic acid, 4-[5-(4,5,7-trimethyl-2-benzofuranyl)-1H-pyrrol-2-yl]-",CC1=C2OC(=CC2=C(C)C(C)=C1)C1=CC=C(N1)C1=CC=C(C=C1)C(O)=O
DTXSID80454946,DSSTox_Substance_Id,DTXSID80454946,"(2S,3R,4R,5R)-2-(hydroxymethyl)piperidine-3,4,5-triol",OC[C@@H]1NC[C@@H](O)[C@@H](O)[C@@H]1O
DTXSID7040990,DSSTox_Substance_Id,DTXSID7040990,Carbonyl cyanide chlorophenylhydrazone,ClC1=CC=CC(NN=C(C#N)C#N)=C1
DTXSID30365811,DSSTox_Substance_Id,DTXSID30365811,2-methoxy-N-[2-[2-(3-methoxyphenoxy)ethoxy]ethyl]ethanamine,COCCNCCOCCOC1=CC=CC(OC)=C1
DTXSID6045379,DSSTox_Substance_Id,DTXSID6045379,Clidinium,C[N+]12CCC(CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID00353280,DSSTox_Substance_Id,DTXSID00353280,"6-(dimethylamino)-2,3-dihydrophthalazine-1,4-dione",CN(C)C1=CC2=C(C=C1)C(=O)NNC2=O
DTXSID80292183,DSSTox_Substance_Id,DTXSID80292183,4-HYDROXY-6-METHOXYQUINOLINE-3-CARBOXYLIC ACID,COC1=CC2=C(NC=C(C(O)=O)C2=O)C=C1
DTXSID9033979,DSSTox_Substance_Id,DTXSID9033979,Sodium cholate,[Na+].C[C@H](CCC([O-])=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
DTXSID60453098,DSSTox_Substance_Id,DTXSID60453098,"1,2-bis(2-fluorophenyl)ethane-1,2-dione",FC1=CC=CC=C1C(=O)C(=O)C1=CC=CC=C1F
DTXSID70407209,DSSTox_Substance_Id,DTXSID70407209,"1-(4-chlorophenyl)-5-methyl-1H-1,2,3-triazole-4-carboxylic acid",CC1=C(N=NN1C1=CC=C(Cl)C=C1)C(O)=O
DTXSID20181446,DSSTox_Substance_Id,DTXSID20181446,"1-(4-Chlorobenzyl)-1H-indole-2,3-dione",ClC1=CC=C(CN2C(=O)C(=O)C3=CC=CC=C23)C=C1
DTXSID50289126,DSSTox_Substance_Id,DTXSID50289126,MLS002693219,CC1=CC=C(C=C1)N1C(=O)C2=CC=CC=C2C1(O)C1=CC=CC=C1
DTXSID40647610,DSSTox_Substance_Id,DTXSID40647610,"Bis(4-hydroxy-3-nitrophenyl)ethane-1,2-dione",OC1=C(C=C(C=C1)C(=O)C(=O)C1=CC(=C(O)C=C1)[N+]([O-])=O)[N+]([O-])=O
DTXSID70231142,DSSTox_Substance_Id,DTXSID70231142,"3-Methyl-2,4-pentanedione",CC(C(C)=O)C(C)=O
DTXSID5020528,DSSTox_Substance_Id,DTXSID5020528,"2,6-Dinitrotoluene",CC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O
DTXSID60416789,DSSTox_Substance_Id,DTXSID60416789,AC1NSROF,COC1=CC=C(CC\C(=N/O)C2(O)CCCCC2)C=C1
DTXSID70318346,DSSTox_Substance_Id,DTXSID70318346,MLS003170757,[O-][N+](=O)C1=CC2=C(O1)C=CC1=C2C=CO1
DTXSID1048627,DSSTox_Substance_Id,DTXSID1048627,Ritonavir,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1
DTXSID90540607,DSSTox_Substance_Id,DTXSID90540607,1-Hydroxy-3-methylpyridine-2(1H)-thione,CC1=CC=CN(O)C1=S
DTXSID30416675,DSSTox_Substance_Id,DTXSID30416675,AC1NSOBD,OC1=CC=C(\C=C(/C#N)C(=O)NCC2CCCO2)C=C1
DTXSID70229589,DSSTox_Substance_Id,DTXSID70229589,"4-Pyridazinecarbonitrile, 2,3-dihydro-3-oxo-5,6-diphenyl-",O=C1NN=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=C1C#N
DTXSID10178608,DSSTox_Substance_Id,DTXSID10178608,"4-Quinazolinol, 5,6,7,8-tetrahydro-2-morpholino-",O=C1N=C(NC2=C1CCCC2)N1CCOCC1
DTXSID4040393,DSSTox_Substance_Id,DTXSID4040393,"4,5-Dianilinophthalimide",O=C1NC(=O)C2=C1C=C(NC1=CC=CC=C1)C(NC1=CC=CC=C1)=C2
DTXSID20214187,DSSTox_Substance_Id,DTXSID20214187,"Ammonium, (m-hydroxyphenyl)trimethyl-, methylsulfate, phenylcarbamate",COS([O-])(=O)=O.C[N+](C)(C)C1=CC(OC(=O)NC2=CC=CC=C2)=CC=C1
DTXSID00401659,DSSTox_Substance_Id,DTXSID00401659,"Urea, N'-(4-chloro-2-methylphenyl)-N,N-bis(phenylmethyl)-",CC1=C(NC(=O)N(CC2=CC=CC=C2)CC2=CC=CC=C2)C=CC(Cl)=C1
DTXSID30532026,DSSTox_Substance_Id,DTXSID30532026,1-Hydroxy-3-methoxyacridin-9(10H)-one,COC1=CC2=C(C(O)=C1)C(=O)C1=CC=CC=C1N2
DTXSID70356824,DSSTox_Substance_Id,DTXSID70356824,STK237170,CC(=O)NC1=CC=C(C=C1)C1=NC2=C(N1)C=C(Cl)C=C2
DTXSID60424965,DSSTox_Substance_Id,DTXSID60424965,5-[3-[bis(4-fluorophenyl)methoxy]propyl]-1H-imidazole,FC1=CC=C(C=C1)C(OCCCC1=CN=CN1)C1=CC=C(F)C=C1
DTXSID10658511,DSSTox_Substance_Id,DTXSID10658511,S-{2-[(E)-(1-Aminoethylidene)amino]ethyl}-L-cysteine,C\C(N)=N/CCSC[C@H](N)C(O)=O
DTXSID1048700,DSSTox_Substance_Id,DTXSID1048700,Brilliant Green,OS([O-])(=O)=O.CCN(CC)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](CC)CC
